TransactionID,Date,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod
T02284,2025-01-30 00:00:00,C190,P016,S005,2,0,Bank Transfer
T02285,2024-04-29 00:00:00,C186,P027,S002,1,0.05,Mobile Money
T02286,2023-12-07 00:00:00,C167,P033,S004,1,0,Mobile Money
T02287,2025-07-26 00:00:00,C009,P001,S003,3,0.15,Bank Transfer
T02288,2024-09-28 00:00:00,C022,P011,S001,3,0.15,Mobile Money
T02289,2024-06-24 00:00:00,C005,P010,S004,4,0.15,Cash
T02290,2024-08-28 00:00:00,C058,P038,S002,4,0.05,Mobile Money
T02291,2023-10-14 00:00:00,C137,P013,S001,3,0,Bank Transfer
T02292,2023-12-20 00:00:00,C007,P023,S005,3,0.1,Credit Card
T02293,2024-11-02 00:00:00,C194,P001,S001,3,0.15,Mobile Money
T02294,2023-11-29 00:00:00,C187,P018,S001,1,0.15,Bank Transfer
T02295,2025-02-17 00:00:00,C137,P019,S004,4,0.1,Credit Card
T02296,2024-05-06 00:00:00,C098,P021,S004,2,0.05,Cash
T02297,2023-10-31 00:00:00,C072,P041,S003,1,0.05,Bank Transfer
T02298,2023-11-13 00:00:00,C087,P038,S005,4,0,Bank Transfer
T02299,2025-06-23 00:00:00,C093,P047,S003,3,0,Cash
T02300,2025-06-23 00:00:00,C079,P027,S005,3,0.1,Credit Card
T02301,2025-04-21 00:00:00,C114,P045,S004,1,0.15,Cash
T02302,2025-02-25 00:00:00,C120,P037,S001,3,0.15,Credit Card
T02303,2025-01-09 00:00:00,C105,P027,S001,5,0,Bank Transfer
T02304,2025-08-23 00:00:00,C157,P003,S005,3,0,Mobile Money
T02305,2023-10-12 00:00:00,C047,P015,S003,3,0.1,Mobile Money
T02306,2023-10-26 00:00:00,C033,P033,S002,2,0.05,Cash
T02307,2023-10-25 00:00:00,C060,P013,S001,1,0.05,Mobile Money
T02308,2025-08-26 00:00:00,C149,P028,S003,1,0.05,Cash
T02309,2023-10-24 00:00:00,C183,P040,S003,3,0,Bank Transfer
T02310,2024-08-03 00:00:00,C139,P013,S001,5,0.05,Bank Transfer
T02311,2024-05-25 00:00:00,C028,P021,S001,5,0.15,Cash
T02312,2024-11-21 00:00:00,C131,P035,S001,2,0.05,Bank Transfer
T02313,2024-06-28 00:00:00,C147,P005,S003,4,0,Mobile Money
T02314,2024-03-12 00:00:00,C073,P027,S002,1,0.1,Bank Transfer
T02315,2023-10-24 00:00:00,C086,P036,S004,3,0.15,Bank Transfer
T02316,2023-10-20 00:00:00,C160,P014,S001,2,0.1,Cash
T02317,2025-04-23 00:00:00,C075,P021,S002,5,0,Cash
T02318,2024-11-10 00:00:00,C156,P001,S002,3,0.1,Credit Card
T02319,2023-10-22 00:00:00,C097,P020,S005,1,0.05,Mobile Money
T02320,2023-11-13 00:00:00,C196,P007,S001,1,0.05,Mobile Money
T02321,2024-07-28 00:00:00,C138,P049,S001,5,0,Mobile Money
T02322,2024-04-14 00:00:00,C169,P015,S005,5,0.15,Bank Transfer
T02323,2024-03-26 00:00:00,C069,P046,S002,5,0.1,Credit Card
T02324,2024-03-10 00:00:00,C085,P014,S002,3,0.05,Mobile Money
T02325,2024-09-08 00:00:00,C081,P003,S001,2,0.15,Mobile Money
T02326,2023-10-24 00:00:00,C093,P040,S001,3,0,Bank Transfer
T02327,2024-08-31 00:00:00,C168,P036,S004,5,0.05,Mobile Money
T02328,2025-02-28 00:00:00,C108,P022,S002,5,0.05,Credit Card
T02329,2024-04-10 00:00:00,C199,P043,S004,5,0.05,Bank Transfer
T02330,2024-05-05 00:00:00,C074,P046,S003,3,0,Cash
T02331,2024-12-06 00:00:00,C105,P032,S004,5,0.05,Mobile Money
T02332,2025-07-29 00:00:00,C162,P048,S002,2,0.15,Cash
T02333,2025-07-18 00:00:00,C043,P037,S001,4,0.1,Mobile Money
T02334,2023-10-18 00:00:00,C191,P038,S001,2,0,Mobile Money
T02335,2025-08-21 00:00:00,C007,P039,S002,1,0.05,Mobile Money
T02336,2024-02-18 00:00:00,C109,P023,S003,2,0.15,Credit Card
T02337,2024-11-12 00:00:00,C183,P039,S003,1,0.1,Bank Transfer
T02338,2025-01-13 00:00:00,C152,P047,S005,5,0,Cash
T02339,2024-06-06 00:00:00,C019,P032,S003,4,0.15,Mobile Money
T02340,2024-04-27 00:00:00,C190,P005,S004,3,0.15,Credit Card
T02341,2024-01-31 00:00:00,C188,P016,S002,5,0,Credit Card
T02342,2025-06-29 00:00:00,C002,P028,S005,5,0.1,Mobile Money
T02343,2024-03-10 00:00:00,C098,P044,S003,4,0.05,Bank Transfer
T02344,2025-08-07 00:00:00,C198,P030,S001,2,0.1,Mobile Money
T02345,2025-03-11 00:00:00,C088,P022,S001,5,0.15,Bank Transfer
T02346,2024-04-12 00:00:00,C083,P013,S004,3,0.05,Credit Card
T02347,2025-05-13 00:00:00,C011,P033,S002,4,0.1,Bank Transfer
T02348,2024-06-27 00:00:00,C026,P047,S003,3,0.05,Cash
T02349,2025-07-07 00:00:00,C074,P009,S003,4,0.15,Credit Card
T02350,2025-05-16 00:00:00,C044,P025,S003,3,0,Credit Card
T02351,2024-06-16 00:00:00,C171,P017,S003,2,0,Credit Card
T02352,2025-06-14 00:00:00,C142,P002,S005,2,0,Cash
T02353,2024-04-07 00:00:00,C139,P014,S005,2,0,Mobile Money
T02354,2024-12-22 00:00:00,C007,P039,S003,2,0.1,Mobile Money
T02355,2024-05-03 00:00:00,C188,P011,S004,5,0.05,Mobile Money
T02356,2023-12-25 00:00:00,C076,P011,S001,1,0.15,Mobile Money
T02357,2023-12-20 00:00:00,C127,P033,S003,1,0.05,Bank Transfer
T02358,2025-07-22 00:00:00,C188,P036,S001,3,0,Credit Card
T02359,2024-11-05 00:00:00,C187,P021,S001,3,0.05,Bank Transfer
T02360,2025-07-22 00:00:00,C071,P037,S004,5,0,Bank Transfer
T02361,2025-03-14 00:00:00,C010,P012,S004,1,0.1,Credit Card
T02362,2024-09-19 00:00:00,C143,P033,S001,1,0.05,Credit Card
T02363,2024-04-11 00:00:00,C151,P041,S004,2,0.05,Bank Transfer
T02364,2024-06-05 00:00:00,C121,P010,S002,4,0.05,Mobile Money
T02365,2024-05-14 00:00:00,C073,P037,S002,2,0,Credit Card
T02366,2024-05-22 00:00:00,C001,P019,S004,1,0.15,Credit Card
T02367,2025-03-31 00:00:00,C182,P013,S002,1,0.15,Bank Transfer
T02368,2024-02-07 00:00:00,C158,P048,S004,5,0.05,Bank Transfer
T02369,2023-09-24 00:00:00,C124,P021,S005,2,0.1,Credit Card
T02370,2023-12-30 00:00:00,C075,P020,S004,4,0.15,Bank Transfer
T02371,2023-11-07 00:00:00,C140,P016,S004,3,0,Credit Card
T02372,2024-02-14 00:00:00,C029,P023,S003,4,0.15,Bank Transfer
T02373,2023-10-24 00:00:00,C064,P014,S004,1,0.05,Mobile Money
T02374,2025-02-20 00:00:00,C082,P040,S001,3,0.15,Credit Card
T02375,2025-07-17 00:00:00,C199,P003,S004,4,0.15,Credit Card
T02376,2025-02-01 00:00:00,C008,P040,S003,3,0.05,Mobile Money
T02377,2025-04-26 00:00:00,C016,P047,S005,3,0.1,Bank Transfer
T02378,2025-05-18 00:00:00,C106,P020,S004,4,0.15,Mobile Money
T02379,2024-02-12 00:00:00,C067,P028,S001,3,0.15,Credit Card
T02380,2023-12-01 00:00:00,C087,P024,S001,3,0.15,Mobile Money
T02381,2023-12-18 00:00:00,C057,P007,S005,2,0.05,Cash
T02382,2025-06-08 00:00:00,C158,P035,S005,3,0.05,Cash
T02383,2024-11-22 00:00:00,C185,P034,S001,4,0,Bank Transfer
T02384,2024-05-12 00:00:00,C091,P049,S005,1,0,Credit Card
T02385,2025-06-20 00:00:00,C093,P042,S005,2,0.05,Mobile Money
T02386,2025-09-03 00:00:00,C184,P047,S002,3,0.05,Bank Transfer
T02387,2024-07-25 00:00:00,C085,P029,S004,2,0.05,Cash
T02388,2023-10-05 00:00:00,C010,P050,S001,5,0,Mobile Money
T02389,2024-04-07 00:00:00,C125,P017,S001,2,0.1,Bank Transfer
T02390,2025-08-26 00:00:00,C007,P014,S002,2,0,Bank Transfer
T02391,2024-11-30 00:00:00,C192,P017,S001,4,0.15,Credit Card
T02392,2025-04-10 00:00:00,C190,P031,S003,1,0,Cash
T02393,2024-01-22 00:00:00,C130,P030,S004,1,0,Credit Card
T02394,2024-07-04 00:00:00,C025,P034,S005,4,0.05,Bank Transfer
T02395,2024-06-22 00:00:00,C083,P048,S004,5,0,Bank Transfer
T02396,2025-04-19 00:00:00,C071,P015,S004,2,0,Bank Transfer
T02397,2025-07-22 00:00:00,C168,P039,S005,4,0.15,Bank Transfer
T02398,2024-05-30 00:00:00,C110,P021,S001,2,0.15,Bank Transfer
T02399,2024-06-23 00:00:00,C124,P039,S003,5,0.05,Mobile Money
T02400,2025-03-08 00:00:00,C005,P038,S004,4,0.1,Cash
T02401,2024-01-02 00:00:00,C116,P015,S002,5,0,Mobile Money
T02402,2025-01-27 00:00:00,C198,P032,S002,4,0.1,Mobile Money
T02403,2025-05-06 00:00:00,C145,P041,S001,3,0.1,Credit Card
T02404,2024-05-20 00:00:00,C162,P014,S001,1,0.05,Credit Card
T02405,2025-09-05 00:00:00,C126,P022,S005,2,0,Credit Card
T02406,2023-09-16 00:00:00,C104,P042,S005,4,0.05,Cash
T02407,2024-10-20 00:00:00,C197,P012,S004,3,0.15,Bank Transfer
T02408,2025-03-31 00:00:00,C190,P050,S003,2,0,Bank Transfer
T02409,2024-07-03 00:00:00,C177,P033,S005,5,0.15,Cash
T02410,2025-01-09 00:00:00,C069,P002,S002,5,0.15,Mobile Money
T02411,2023-09-22 00:00:00,C081,P049,S002,3,0.15,Mobile Money
T02412,2025-04-04 00:00:00,C132,P014,S005,1,0,Mobile Money
T02413,2025-04-18 00:00:00,C180,P027,S001,4,0.05,Cash
T02414,2025-03-18 00:00:00,C042,P013,S005,1,0.05,Credit Card
T02415,2025-08-16 00:00:00,C113,P045,S001,1,0.15,Mobile Money
T02416,2024-09-10 00:00:00,C044,P021,S005,4,0.05,Mobile Money
T02417,2024-08-09 00:00:00,C103,P050,S001,3,0,Mobile Money
T02418,2023-11-11 00:00:00,C076,P045,S003,5,0.1,Bank Transfer
T02419,2025-08-24 00:00:00,C145,P037,S002,2,0.1,Credit Card
T02420,2024-02-02 00:00:00,C158,P011,S003,5,0.1,Mobile Money
T02421,2025-07-16 00:00:00,C119,P011,S002,3,0.05,Credit Card
T02422,2025-06-27 00:00:00,C135,P006,S004,1,0.1,Mobile Money
T02423,2025-09-01 00:00:00,C046,P044,S002,4,0,Cash
T02424,2025-03-06 00:00:00,C080,P041,S002,2,0,Mobile Money
T02425,2025-01-23 00:00:00,C085,P009,S001,1,0.15,Credit Card
T02426,2024-07-28 00:00:00,C018,P050,S003,5,0.05,Bank Transfer
T02427,2025-05-10 00:00:00,C161,P011,S001,2,0.1,Bank Transfer
T02428,2025-04-24 00:00:00,C110,P032,S005,3,0.1,Mobile Money
T02429,2023-09-10 00:00:00,C066,P012,S005,5,0.05,Cash
T02430,2023-11-09 00:00:00,C152,P033,S002,1,0.05,Bank Transfer
T02431,2024-03-21 00:00:00,C046,P028,S003,5,0,Credit Card
T02432,2024-09-29 00:00:00,C134,P004,S005,4,0.1,Bank Transfer
T02433,2024-03-14 00:00:00,C189,P017,S005,4,0.05,Credit Card
T02434,2024-11-08 00:00:00,C001,P018,S002,2,0,Credit Card
T02435,2025-03-26 00:00:00,C037,P033,S002,4,0,Bank Transfer
T02436,2025-06-07 00:00:00,C020,P001,S001,2,0.15,Mobile Money
T02437,2025-08-22 00:00:00,C171,P002,S004,3,0.1,Cash
T02438,2025-06-27 00:00:00,C062,P031,S005,4,0.15,Mobile Money
T02439,2023-10-18 00:00:00,C181,P003,S004,3,0.1,Bank Transfer
T02440,2025-03-11 00:00:00,C136,P045,S001,5,0.05,Credit Card
T02441,2025-09-02 00:00:00,C163,P047,S003,2,0.15,Mobile Money
T02442,2023-11-18 00:00:00,C126,P020,S003,1,0.15,Bank Transfer
T02443,2024-02-15 00:00:00,C046,P028,S001,3,0.15,Bank Transfer
T02444,2025-04-21 00:00:00,C187,P030,S004,2,0.05,Mobile Money
T02445,2024-02-09 00:00:00,C096,P049,S002,1,0.05,Mobile Money
T02446,2023-10-15 00:00:00,C093,P041,S005,2,0,Bank Transfer
T02447,2024-07-22 00:00:00,C085,P011,S001,3,0.1,Cash
T02448,2024-08-19 00:00:00,C156,P039,S003,1,0.1,Mobile Money
T02449,2025-04-20 00:00:00,C102,P004,S001,3,0.1,Cash
T02450,2023-10-21 00:00:00,C147,P009,S001,4,0.15,Mobile Money
T02451,2024-10-12 00:00:00,C045,P049,S004,5,0,Cash
T02452,2025-03-22 00:00:00,C095,P005,S001,5,0.05,Credit Card
T02453,2025-06-30 00:00:00,C034,P021,S001,4,0,Cash
T02454,2025-04-17 00:00:00,C114,P026,S001,3,0,Bank Transfer
T02455,2024-07-05 00:00:00,C050,P048,S005,1,0.1,Bank Transfer
T02456,2023-10-11 00:00:00,C182,P021,S002,5,0.1,Cash
T02457,2024-07-11 00:00:00,C171,P029,S004,4,0,Cash
T02458,2025-04-28 00:00:00,C050,P038,S005,2,0.1,Cash
T02459,2023-12-14 00:00:00,C045,P020,S004,1,0.1,Credit Card
T02460,2024-07-27 00:00:00,C177,P006,S005,4,0.05,Cash
T02461,2024-07-04 00:00:00,C080,P028,S003,5,0.1,Cash
T02462,2025-06-11 00:00:00,C088,P012,S004,5,0,Mobile Money
T02463,2023-12-09 00:00:00,C023,P029,S001,1,0.05,Cash
T02464,2024-02-28 00:00:00,C048,P025,S003,5,0,Credit Card
T02465,2024-06-12 00:00:00,C003,P017,S002,3,0.15,Cash
T02466,2024-10-28 00:00:00,C186,P049,S002,3,0.05,Credit Card
T02467,2025-02-14 00:00:00,C080,P009,S001,4,0.1,Credit Card
T02468,2024-04-01 00:00:00,C072,P049,S002,5,0.1,Mobile Money
T02469,2024-08-02 00:00:00,C058,P012,S002,3,0.05,Credit Card
T02470,2024-11-15 00:00:00,C076,P042,S003,4,0.1,Cash
T02471,2023-10-26 00:00:00,C126,P001,S003,5,0.1,Bank Transfer
T02472,2024-07-07 00:00:00,C198,P008,S005,4,0.05,Cash
T02473,2024-09-07 00:00:00,C150,P021,S004,2,0.05,Mobile Money
T02474,2024-06-04 00:00:00,C089,P039,S003,2,0.1,Bank Transfer
T02475,2024-12-24 00:00:00,C024,P001,S005,2,0.1,Credit Card
T02476,2024-10-29 00:00:00,C120,P042,S003,1,0,Credit Card
T02477,2025-04-29 00:00:00,C122,P012,S002,4,0.1,Bank Transfer
T02478,2025-07-01 00:00:00,C145,P018,S004,5,0,Bank Transfer
T02479,2023-09-14 00:00:00,C180,P020,S001,3,0,Credit Card
T02480,2024-10-17 00:00:00,C108,P028,S004,3,0.1,Cash
T02481,2024-05-07 00:00:00,C048,P040,S003,3,0.05,Mobile Money
T02482,2025-08-23 00:00:00,C140,P013,S002,1,0.15,Mobile Money
T02483,2025-01-06 00:00:00,C152,P032,S005,4,0.15,Mobile Money
T02484,2023-10-31 00:00:00,C063,P022,S003,3,0.1,Mobile Money
T02485,2025-04-23 00:00:00,C174,P048,S004,3,0,Credit Card
T02486,2023-11-01 00:00:00,C196,P006,S005,1,0.15,Mobile Money
T02487,2024-10-21 00:00:00,C199,P018,S003,5,0.15,Cash
T02488,2024-10-16 00:00:00,C042,P023,S005,2,0.1,Credit Card
T02489,2024-03-02 00:00:00,C146,P023,S002,2,0.1,Cash
T02490,2024-09-14 00:00:00,C024,P040,S003,2,0.1,Mobile Money
T02491,2024-01-30 00:00:00,C102,P033,S002,4,0,Credit Card
T02492,2025-02-24 00:00:00,C052,P030,S002,3,0.1,Cash
T02493,2024-05-06 00:00:00,C048,P022,S002,2,0.15,Cash
T02494,2024-02-18 00:00:00,C186,P049,S002,2,0.1,Cash
T02495,2024-02-21 00:00:00,C123,P043,S002,3,0,Mobile Money
T02496,2025-09-09 00:00:00,C141,P040,S004,2,0.15,Mobile Money
T02497,2024-05-23 00:00:00,C119,P018,S002,1,0.15,Credit Card
T02498,2025-07-12 00:00:00,C082,P014,S002,4,0.1,Bank Transfer
T02499,2025-01-23 00:00:00,C173,P036,S004,5,0.15,Cash
T02500,2023-11-11 00:00:00,C089,P032,S004,5,0,Credit Card
T02501,2025-03-07 00:00:00,C156,P010,S002,2,0.1,Bank Transfer
T02502,2024-02-25 00:00:00,C088,P001,S005,1,0.15,Cash
T02503,2025-01-13 00:00:00,C166,P047,S002,2,0.15,Credit Card
T02504,2025-02-10 00:00:00,C012,P013,S002,3,0.15,Cash
T02505,2024-01-17 00:00:00,C087,P029,S004,2,0.15,Credit Card
T02506,2025-03-07 00:00:00,C073,P024,S003,4,0.15,Cash
T02507,2025-03-17 00:00:00,C067,P019,S004,2,0.05,Mobile Money
T02508,2024-03-17 00:00:00,C175,P006,S005,1,0.15,Cash
T02509,2025-05-27 00:00:00,C089,P019,S001,4,0,Credit Card
T02510,2024-06-07 00:00:00,C082,P038,S002,5,0.15,Mobile Money
T02511,2023-09-14 00:00:00,C003,P034,S004,4,0.15,Cash
T02512,2023-10-14 00:00:00,C078,P040,S004,3,0,Mobile Money
T02513,2024-10-03 00:00:00,C129,P025,S003,4,0.1,Bank Transfer
T02514,2024-09-07 00:00:00,C029,P038,S002,4,0.15,Cash
T02515,2024-08-03 00:00:00,C039,P035,S001,3,0.1,Credit Card
T02516,2023-11-01 00:00:00,C132,P044,S005,4,0.15,Cash
T02517,2025-01-18 00:00:00,C119,P023,S003,1,0,Mobile Money
T02518,2025-07-05 00:00:00,C118,P049,S003,1,0.1,Bank Transfer
T02519,2024-12-29 00:00:00,C109,P023,S003,3,0,Bank Transfer
T02520,2025-06-05 00:00:00,C046,P006,S003,3,0.15,Cash
T02521,2024-09-15 00:00:00,C115,P026,S003,3,0,Cash
T02522,2023-10-21 00:00:00,C092,P024,S001,5,0.15,Credit Card
T02523,2025-05-10 00:00:00,C045,P032,S001,5,0,Credit Card
T02524,2025-03-20 00:00:00,C187,P010,S002,4,0.15,Bank Transfer
T02525,2025-08-26 00:00:00,C089,P003,S004,5,0.05,Mobile Money
T02526,2024-04-06 00:00:00,C011,P019,S001,3,0.1,Cash
T02527,2025-05-17 00:00:00,C038,P046,S005,1,0.15,Cash
T02528,2025-04-17 00:00:00,C087,P004,S003,4,0.15,Cash
T02529,2024-01-12 00:00:00,C048,P034,S003,1,0.15,Cash
T02530,2025-05-24 00:00:00,C050,P038,S005,3,0.1,Credit Card
T02531,2025-06-22 00:00:00,C178,P001,S001,3,0.15,Credit Card
T02532,2024-06-12 00:00:00,C195,P048,S004,3,0.05,Bank Transfer
T02533,2024-04-15 00:00:00,C129,P037,S001,5,0.15,Credit Card
T02534,2025-05-01 00:00:00,C174,P028,S003,3,0,Mobile Money
T02535,2025-08-23 00:00:00,C054,P012,S001,4,0.05,Bank Transfer
T02536,2024-05-13 00:00:00,C069,P038,S004,5,0.1,Cash
T02537,2025-06-30 00:00:00,C057,P006,S002,1,0.1,Credit Card
T02538,2024-09-29 00:00:00,C017,P016,S005,3,0.15,Mobile Money
T02539,2025-08-22 00:00:00,C163,P022,S005,3,0.15,Mobile Money
T02540,2025-09-03 00:00:00,C143,P027,S001,3,0.1,Bank Transfer
T02541,2024-09-03 00:00:00,C089,P041,S004,2,0.15,Mobile Money
T02542,2024-11-02 00:00:00,C054,P016,S005,2,0.15,Bank Transfer
T02543,2023-10-26 00:00:00,C104,P019,S001,5,0,Mobile Money
T02544,2025-01-16 00:00:00,C144,P004,S003,1,0.05,Bank Transfer
T02545,2024-12-13 00:00:00,C078,P026,S003,3,0.15,Mobile Money
T02546,2024-07-26 00:00:00,C008,P040,S002,5,0.05,Bank Transfer
T02547,2024-11-13 00:00:00,C145,P030,S004,4,0,Bank Transfer
T02548,2024-10-18 00:00:00,C143,P039,S004,2,0.15,Credit Card
T02549,2025-05-25 00:00:00,C097,P049,S005,1,0,Mobile Money
T02550,2023-10-04 00:00:00,C056,P014,S002,1,0.1,Credit Card
T02551,2024-06-09 00:00:00,C041,P045,S004,5,0.15,Bank Transfer
T02552,2024-09-11 00:00:00,C193,P049,S002,4,0.1,Bank Transfer
T02553,2024-07-07 00:00:00,C198,P034,S003,1,0.1,Mobile Money
T02554,2024-07-18 00:00:00,C058,P004,S004,4,0.15,Bank Transfer
T02555,2023-11-18 00:00:00,C116,P005,S002,2,0.15,Bank Transfer
T02556,2024-07-26 00:00:00,C001,P031,S005,3,0.15,Credit Card
T02557,2025-04-25 00:00:00,C175,P002,S001,4,0.15,Mobile Money
T02558,2025-04-11 00:00:00,C106,P045,S002,1,0.05,Credit Card
T02559,2024-04-05 00:00:00,C157,P047,S005,5,0,Mobile Money
T02560,2025-08-18 00:00:00,C006,P045,S003,5,0.05,Credit Card
T02561,2025-02-13 00:00:00,C146,P032,S004,1,0.1,Cash
T02562,2023-12-11 00:00:00,C191,P001,S005,4,0.05,Credit Card
T02563,2025-07-29 00:00:00,C118,P038,S003,2,0.05,Mobile Money
T02564,2024-03-31 00:00:00,C183,P005,S002,3,0.05,Bank Transfer
T02565,2025-08-31 00:00:00,C017,P006,S001,2,0.15,Mobile Money
T02566,2023-09-22 00:00:00,C063,P021,S005,4,0.05,Credit Card
T02567,2025-05-31 00:00:00,C119,P028,S005,1,0.1,Credit Card
T02568,2025-04-15 00:00:00,C063,P050,S004,1,0,Cash
T02569,2025-07-22 00:00:00,C175,P024,S004,5,0.15,Mobile Money
T02570,2024-06-14 00:00:00,C019,P014,S004,3,0,Cash
T02571,2024-08-04 00:00:00,C113,P045,S004,1,0.1,Mobile Money
T02572,2024-02-19 00:00:00,C186,P009,S001,3,0.15,Mobile Money
T02573,2025-01-04 00:00:00,C110,P009,S001,1,0.05,Bank Transfer
T02574,2025-03-14 00:00:00,C195,P004,S005,1,0.05,Bank Transfer
T02575,2025-06-10 00:00:00,C106,P013,S003,2,0.05,Mobile Money
T02576,2025-08-18 00:00:00,C054,P036,S003,1,0.1,Cash
T02577,2024-07-05 00:00:00,C118,P029,S004,2,0.1,Bank Transfer
T02578,2024-03-25 00:00:00,C076,P028,S004,3,0.15,Bank Transfer
T02579,2024-10-13 00:00:00,C146,P002,S003,5,0,Credit Card
T02580,2024-12-04 00:00:00,C038,P001,S005,3,0,Credit Card
T02581,2025-02-14 00:00:00,C095,P036,S005,3,0.1,Bank Transfer
T02582,2024-07-04 00:00:00,C184,P030,S002,5,0.1,Mobile Money
T02583,2025-08-13 00:00:00,C183,P002,S004,3,0.05,Credit Card
T02584,2024-10-04 00:00:00,C038,P028,S005,3,0.15,Bank Transfer
T02585,2024-09-08 00:00:00,C164,P036,S002,1,0.05,Bank Transfer
T02586,2023-11-14 00:00:00,C038,P044,S005,1,0.1,Bank Transfer
T02587,2025-07-28 00:00:00,C185,P044,S005,5,0.15,Mobile Money
T02588,2023-12-28 00:00:00,C159,P024,S002,3,0.05,Bank Transfer
T02589,2025-06-29 00:00:00,C134,P017,S003,4,0.15,Credit Card
T02590,2023-11-13 00:00:00,C135,P050,S004,2,0.15,Mobile Money
T02591,2025-05-09 00:00:00,C004,P039,S001,3,0.05,Bank Transfer
T02592,2024-02-11 00:00:00,C053,P006,S002,2,0.1,Cash
T02593,2024-08-20 00:00:00,C167,P035,S002,3,0.15,Mobile Money
T02594,2024-05-26 00:00:00,C146,P012,S001,5,0.05,Credit Card
T02595,2025-03-24 00:00:00,C094,P030,S001,4,0,Bank Transfer
T02596,2024-03-11 00:00:00,C130,P029,S001,3,0,Cash
T02597,2025-08-13 00:00:00,C115,P006,S005,5,0.05,Credit Card
T02598,2025-08-25 00:00:00,C066,P030,S002,2,0.05,Mobile Money
T02599,2025-05-17 00:00:00,C046,P034,S001,5,0.1,Bank Transfer
T02600,2024-02-11 00:00:00,C024,P035,S002,1,0.05,Bank Transfer
T02601,2025-07-13 00:00:00,C016,P028,S002,2,0.05,Mobile Money
T02602,2023-10-02 00:00:00,C119,P043,S001,5,0,Bank Transfer
T02603,2025-03-23 00:00:00,C163,P032,S001,2,0.15,Cash
T02604,2024-01-15 00:00:00,C114,P005,S001,4,0.05,Cash
T02605,2024-10-12 00:00:00,C139,P019,S005,2,0.15,Bank Transfer
T02606,2024-07-14 00:00:00,C146,P040,S001,5,0.15,Cash
T02607,2024-12-01 00:00:00,C185,P034,S004,2,0.15,Cash
T02608,2024-11-04 00:00:00,C065,P037,S004,5,0.1,Mobile Money
T02609,2023-12-13 00:00:00,C162,P049,S002,3,0.15,Bank Transfer
T02610,2025-02-08 00:00:00,C166,P032,S003,3,0.05,Bank Transfer
T02611,2024-01-06 00:00:00,C071,P039,S005,5,0.1,Mobile Money
T02612,2025-02-26 00:00:00,C029,P034,S002,4,0,Bank Transfer
T02613,2024-05-05 00:00:00,C131,P002,S004,4,0.05,Credit Card
T02614,2024-05-07 00:00:00,C017,P043,S004,3,0,Mobile Money
T02615,2024-08-15 00:00:00,C088,P011,S005,2,0.05,Cash
T02616,2024-12-22 00:00:00,C196,P050,S002,2,0.1,Bank Transfer
T02617,2025-06-03 00:00:00,C082,P022,S005,4,0,Bank Transfer
T02618,2024-12-29 00:00:00,C157,P004,S002,5,0.05,Bank Transfer
T02619,2023-09-22 00:00:00,C041,P014,S002,4,0.05,Credit Card
T02620,2024-07-30 00:00:00,C157,P046,S002,3,0.15,Mobile Money
T02621,2025-09-06 00:00:00,C200,P045,S003,2,0.1,Mobile Money
T02622,2024-09-24 00:00:00,C078,P008,S003,2,0.1,Bank Transfer
T02623,2025-07-01 00:00:00,C187,P013,S003,3,0.15,Bank Transfer
T02624,2025-08-15 00:00:00,C109,P030,S005,4,0.15,Cash
T02625,2024-05-28 00:00:00,C196,P005,S004,1,0.15,Bank Transfer
T02626,2025-05-04 00:00:00,C166,P034,S002,4,0.1,Cash
T02627,2024-08-31 00:00:00,C181,P046,S002,2,0.1,Bank Transfer
T02628,2024-06-03 00:00:00,C096,P030,S001,3,0.15,Mobile Money
T02629,2024-06-21 00:00:00,C084,P026,S005,5,0.05,Credit Card
T02630,2025-02-19 00:00:00,C159,P037,S005,4,0.1,Cash
T02631,2024-05-18 00:00:00,C020,P006,S002,2,0.1,Mobile Money
T02632,2024-11-18 00:00:00,C185,P007,S005,4,0,Mobile Money
T02633,2024-10-16 00:00:00,C177,P009,S004,2,0.1,Mobile Money
T02634,2023-11-25 00:00:00,C016,P027,S001,1,0.1,Bank Transfer
T02635,2024-06-12 00:00:00,C138,P034,S003,4,0.1,Cash
T02636,2023-10-05 00:00:00,C121,P034,S002,1,0.1,Mobile Money
T02637,2024-04-08 00:00:00,C039,P027,S002,5,0.1,Credit Card
T02638,2025-08-24 00:00:00,C144,P050,S001,4,0.05,Bank Transfer
T02639,2024-10-09 00:00:00,C147,P014,S005,3,0.1,Cash
T02640,2023-09-16 00:00:00,C036,P024,S001,3,0.1,Mobile Money
T02641,2025-03-15 00:00:00,C192,P008,S002,2,0.1,Mobile Money
T02642,2024-11-26 00:00:00,C059,P018,S004,3,0.1,Credit Card
T02643,2024-11-26 00:00:00,C174,P031,S003,3,0,Credit Card
T02644,2024-04-26 00:00:00,C031,P047,S004,4,0.15,Mobile Money
T02645,2024-03-08 00:00:00,C013,P044,S005,1,0.1,Cash
T02646,2024-01-10 00:00:00,C145,P042,S004,1,0.1,Mobile Money
T02647,2025-07-03 00:00:00,C073,P029,S005,3,0,Cash
T02648,2025-07-29 00:00:00,C145,P023,S001,5,0,Credit Card
T02649,2025-03-19 00:00:00,C132,P012,S001,5,0.15,Credit Card
T02650,2023-10-10 00:00:00,C193,P035,S001,4,0.1,Mobile Money
